50000000		9.7679e-08
70000000		1.02817e-07
90000000		9.4667e-08
110000000		9.9846e-08
130000000		1.0234e-07
150000000		1.25571e-07
170000000		1.01072e-07
190000000		1.23716e-07
210000000		1.04633e-07
230000000		1.33206e-07
250000000		1.63717e-07
270000000		1.04575e-07
290000000		1.50177e-07
310000000		1.10322e-07
330000000		1.0309e-07
350000000		1.11627e-07
370000000		1.09216e-07
390000000		1.23385e-07
410000000		1.02349e-07
430000000		1.15399e-07
450000000		1.07027e-07
470000000		1.16637e-07
490000000		1.1538e-07
510000000		1.61301e-07
530000000		1.098e-07
