
1	1.7326e-07
2	1.1428e-07
3	1.436e-07
4	1.4836e-07
5	1.9702e-07
6	3.4362e-07
7	5.918e-07
8	9.7828e-07
9	1.6698e-06
10	2.89986e-06
11	4.4834e-06
12	6.24164e-06
13	8.34136e-06
14	1.10986e-05
15	1.55972e-05
16	1.87805e-05
17	2.43701e-05
18	3.14709e-05
19	4.08843e-05
20	4.72915e-05
21	5.92603e-05
22	9.00059e-05
23	9.66843e-05
24	0.000107932
25	0.000133547
