1000000	5.3186e-08
2000000	4.9487e-08
3000000	5.0899e-08
4000000	5.1652e-08
5000000	5.4005e-08
6000000	5.1827e-08
7000000	5.3755e-08
8000000	5.3788e-08
9000000	5.5662e-08
10000000	5.3056e-08
11000000	5.5424e-08
12000000	5.5571e-08
13000000	5.5145e-08
14000000	5.5604e-08
15000000	5.5263e-08
16000000	5.5366e-08
17000000	7.5766e-08
18000000	5.6815e-08
19000000	5.4176e-08
20000000	5.7028e-08
21000000	5.7334e-08
22000000	5.7645e-08
23000000	8.9228e-08
24000000	5.4934e-08
25000000	5.6522e-08
