1000000 0.002843
1100000 0.003078 
1200000 0.003348 
1300000 0.003672 
1400000 0.00399 
1500000 0.004231 
1600000 0.004494
1700000 0.004768 
1800000 0.005065 
1900000 0.005365
2000000 0.005717 
2100000 0.005959 
2200000 0.006238 
2300000 0.00655 
2400000 0.006852 
2500000 0.007097
2600000 0.007376 
2700000 0.007694 
2800000 0.007935 
2900000 0.00823 
3000000 0.008527 
3100000 0.008772 
3200000 0.009132 
3300000 0.009391
3400000 0.009629 
