1000	3.93734e-05
1500	7.67431e-05
2000	0.000154962
2500	0.000140293
3000	0.000317543
3500	0.000216583
4000	0.000480347
4500	0.000374615
5000	0.000496211
5500	0.000507601
6000	0.000406969
6500	0.000727967
7000	0.00100876
7500	0.00122941
8000	0.00136792
8500	0.00139958
9000	0.00130569
9500	0.00108206
10000	0.0018174
10500	0.00134182
11000	0.00196416
11500	0.00118902
12000	0.0016435
12500	0.00208439
13000	0.00238218
13500	0.00264688
14000	0.00284462
14500	0.00289181
15000	0.0028596
15500	0.00270689
16000	0.00242906
16500	0.00200785
17000	0.00390741
17500	0.00328295
18000	0.00248224
18500	0.00432414
19000	0.0032846
19500	0.00508582
20000	0.00373156
20500	0.00548004
21000	0.00379391
21500	0.00550012
22000	0.00344855
22500	0.00493234
23000	0.00646991
23500	0.00390544
24000	0.0052401
24500	0.00659412
25000	0.00347805
25500	0.00457577
26000	0.00565754
26500	0.00670199
27000	0.00771039
27500	0.0035679
28000	0.00428143
28500	0.00494163
29000	0.00554478
29500	0.0060546
30000	0.00649051
30500	0.00684814
31000	0.00711142
31500	0.00727797
32000	0.00734737
32500	0.00731192
33000	0.00725482
33500	0.00692446
34000	0.00656365
34500	0.00608762
35000	0.00549991
35500	0.0121886
36000	0.0114141
36500	0.0105359
37000	0.00952676
37500	0.00834023
38000	0.00705102
38500	0.0138642
39000	0.0125209
39500	0.0108182
40000	0.00899477
40500	0.00707906
41000	0.0141877
41500	0.0119082
42000	0.00952773
42500	0.00704007
43000	0.0141695
43500	0.011343
44000	0.00838787
44500	0.0156838
45000	0.0124122
45500	0.00919836
46000	0.0163127
46500	0.0125681
47000	0.0086592
47500	0.0160034
48000	0.0117527
48500	0.0197124
49000	0.0149759
49500	0.00992782
50000	0.0174085
50500	0.0122278
