1000	1.33976e-05
1500	2.50759e-05
2000	4.16413e-05
2500	5.22264e-05
3000	7.17518e-05
3500	8.50226e-05
4000	0.000103488
4500	0.000126437
5000	0.000147128
5500	0.000169462
6000	0.000194356
6500	0.000218799
7000	0.000243272
7500	0.000270545
8000	0.000297689
8500	0.000330517
9000	0.000355665
9500	0.000386749
10000	0.000415729
10500	0.000448779
11000	0.000476881
11500	0.000512699
12000	0.000551329
12500	0.000585804
13000	0.000618122
13500	0.000649329
14000	0.00069316
14500	0.000728008
15000	0.000765651
15500	0.00080078
16000	0.000848521
16500	0.000889183
17000	0.000918452
17500	0.000970566
18000	0.00101171
18500	0.00104379
19000	0.00110349
19500	0.00113598
20000	0.00117545
20500	0.00122334
21000	0.0012724
21500	0.00131875
22000	0.00137372
22500	0.00140087
23000	0.0014552
23500	0.00150594
24000	0.00155925
24500	0.00159932
25000	0.00164969
25500	0.00170496
26000	0.00174748
26500	0.00180283
27000	0.00184836
27500	0.00191389
28000	0.00196124
28500	0.00201813
29000	0.00206522
29500	0.00212619
30000	0.00217629
30500	0.0022348
31000	0.00228332
31500	0.00235693
32000	0.00240151
32500	0.00246441
33000	0.00251507
33500	0.00257556
34000	0.00263272
34500	0.002695
35000	0.00279221
35500	0.00280605
36000	0.00285196
36500	0.00292463
37000	0.00297225
37500	0.0030525
38000	0.00310121
38500	0.00316716
39000	0.00323492
39500	0.00328972
40000	0.00336414
40500	0.0034141
41000	0.00347435
41500	0.00352562
42000	0.00363827
42500	0.00366217
43000	0.00373327
43500	0.00382057
44000	0.00388394
44500	0.00393175
45000	0.00398651
45500	0.00407676
46000	0.0041387
46500	0.00421126
47000	0.00427876
47500	0.00431564
48000	0.00441881
48500	0.00459696
49000	0.00469591
49500	0.00462732
50000	0.00466605
50500	0.00476424
